Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,lifecycle:transition,org:role,id,variant,variant-index,creator,travel permit number,Permit OrganizationalEntity,RequestedAmount,Permit ID,Amount,Permit ProjectNumber,OriginalAmount,Permit ActivityNumber,DeclarationNumber,Permit RequestedBudget,Permit travel permit number,id,BudgetNumber,Permit BudgetNumber,AdjustedAmount,Permit TaskNumber,Permit id,Automatic Flag
declaration 79917,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-01-2018 17:20,Variant 1,1,complete,EMPLOYEE,st_step 79926_0,Variant 1,1,Fluxicon Disco,travel permit number 79913,organizational unit 65455,341.8270836,travel permit 79912,341.8270836,project 78077,341.8270836,UNKNOWN,declaration number 79918,695.6898072,travel permit number 79913,declaration 79917,budget 145164,budget 1370,341.8270836,task 427,travel permit 79912,Yes
declaration 79917,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-01-2018 17:20,Variant 1,1,complete,ADMINISTRATION,st_step 79927_0,Variant 1,1,Fluxicon Disco,travel permit number 79913,organizational unit 65455,341.8270836,travel permit 79912,341.8270836,project 78077,341.8270836,UNKNOWN,declaration number 79918,695.6898072,travel permit number 79913,declaration 79917,budget 145164,budget 1370,341.8270836,task 427,travel permit 79912,Yes
declaration 84292,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-02-2018 00:32,Variant 1,1,complete,EMPLOYEE,st_step 84297_0,Variant 1,1,Fluxicon Disco,travel permit number 84291,organizational unit 65458,285.1871248,travel permit 84290,285.1871248,UNKNOWN,285.1871248,UNKNOWN,declaration number 84293,278.5030516,travel permit number 84291,declaration 84292,budget 143991,budget 922,285.1871248,UNKNOWN,travel permit 84290,Yes
declaration 84292,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-02-2018 00:32,Variant 1,1,complete,ADMINISTRATION,st_step 84296_0,Variant 1,1,Fluxicon Disco,travel permit number 84291,organizational unit 65458,285.1871248,travel permit 84290,285.1871248,UNKNOWN,285.1871248,UNKNOWN,declaration number 84293,278.5030516,travel permit number 84291,declaration 84292,budget 143991,budget 922,285.1871248,UNKNOWN,travel permit 84290,Yes
declaration 79028,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,14-04-2018 16:10,Variant 1,1,complete,EMPLOYEE,st_step 79033_0,Variant 1,1,Fluxicon Disco,travel permit number 79027,organizational unit 65458,2253.307189,travel permit 79026,2253.307189,project 7962,2253.307189,UNKNOWN,declaration number 79029,3157.787853,travel permit number 79027,declaration 79028,budget 144616,budget 1644,2253.307189,task 427,travel permit 79026,Yes
declaration 79028,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,14-04-2018 16:10,Variant 1,1,complete,ADMINISTRATION,st_step 79034_0,Variant 1,1,Fluxicon Disco,travel permit number 79027,organizational unit 65458,2253.307189,travel permit 79026,2253.307189,project 7962,2253.307189,UNKNOWN,declaration number 79029,3157.787853,travel permit number 79027,declaration 79028,budget 144616,budget 1644,2253.307189,task 427,travel permit 79026,Yes
declaration 84387,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,03-03-2018 16:42,Variant 1,1,complete,EMPLOYEE,st_step 84401_0,Variant 1,1,Fluxicon Disco,travel permit number 84382,organizational unit 65455,486.7837493,travel permit 84381,486.7837493,UNKNOWN,486.7837493,activity 7905,declaration number 84388,1282.939098,travel permit number 84382,declaration 84387,budget 145827,budget 3712,486.7837493,UNKNOWN,travel permit 84381,Yes
declaration 84387,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,03-03-2018 16:42,Variant 1,1,complete,ADMINISTRATION,st_step 84399_0,Variant 1,1,Fluxicon Disco,travel permit number 84382,organizational unit 65455,486.7837493,travel permit 84381,486.7837493,UNKNOWN,486.7837493,activity 7905,declaration number 84388,1282.939098,travel permit number 84382,declaration 84387,budget 145827,budget 3712,486.7837493,UNKNOWN,travel permit 84381,Yes
declaration 78357,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-01-2018 15:34,Variant 1,1,complete,EMPLOYEE,st_step 78364_0,Variant 1,1,Fluxicon Disco,travel permit number 78355,organizational unit 65455,712.9184072,travel permit 78354,712.9184072,project 78356,712.9184072,UNKNOWN,declaration number 78358,461.7247119,travel permit number 78355,declaration 78357,budget 143682,budget 440,712.9184072,task 427,travel permit 78354,Yes
declaration 78357,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-01-2018 15:34,Variant 1,1,complete,ADMINISTRATION,st_step 78363_0,Variant 1,1,Fluxicon Disco,travel permit number 78355,organizational unit 65455,712.9184072,travel permit 78354,712.9184072,project 78356,712.9184072,UNKNOWN,declaration number 78358,461.7247119,travel permit number 78355,declaration 78357,budget 143682,budget 440,712.9184072,task 427,travel permit 78354,Yes
declaration 78416,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,08-02-2018 11:55,Variant 1,1,complete,EMPLOYEE,st_step 78422_0,Variant 1,1,Fluxicon Disco,travel permit number 78415,organizational unit 65458,15.61535101,travel permit 78414,15.61535101,UNKNOWN,15.61535101,UNKNOWN,declaration number 78417,1951.918877,travel permit number 78415,declaration 78416,budget 145061,budget 2351,15.61535101,UNKNOWN,travel permit 78414,Yes
declaration 78416,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,08-02-2018 11:55,Variant 1,1,complete,ADMINISTRATION,st_step 78424_0,Variant 1,1,Fluxicon Disco,travel permit number 78415,organizational unit 65458,15.61535101,travel permit 78414,15.61535101,UNKNOWN,15.61535101,UNKNOWN,declaration number 78417,1951.918877,travel permit number 78415,declaration 78416,budget 145061,budget 2351,15.61535101,UNKNOWN,travel permit 78414,Yes
declaration 84509,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,12-02-2018 10:40,Variant 1,1,complete,EMPLOYEE,st_step 84520_0,Variant 1,1,Fluxicon Disco,travel permit number 84506,organizational unit 65455,98.46895173,travel permit 84505,98.46895173,project 26988,98.46895173,UNKNOWN,declaration number 84510,291.5050794,travel permit number 84506,declaration 84509,budget 145017,budget 684,98.46895173,task 427,travel permit 84505,Yes
declaration 84509,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,12-02-2018 10:41,Variant 1,1,complete,ADMINISTRATION,st_step 84519_0,Variant 1,1,Fluxicon Disco,travel permit number 84506,organizational unit 65455,98.46895173,travel permit 84505,98.46895173,project 26988,98.46895173,UNKNOWN,declaration number 84510,291.5050794,travel permit number 84506,declaration 84509,budget 145017,budget 684,98.46895173,task 427,travel permit 84505,Yes
declaration 79244,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07-02-2018 22:48,Variant 1,1,complete,EMPLOYEE,st_step 79250_0,Variant 1,1,Fluxicon Disco,travel permit number 79243,organizational unit 65455,1478.0749,travel permit 79242,1478.0749,project 441,1478.0749,UNKNOWN,declaration number 79245,1678.08842,travel permit number 79243,declaration 79244,budget 145019,budget 440,1478.0749,task 427,travel permit 79242,Yes
declaration 79244,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-02-2018 22:48,Variant 1,1,complete,ADMINISTRATION,st_step 79249_0,Variant 1,1,Fluxicon Disco,travel permit number 79243,organizational unit 65455,1478.0749,travel permit 79242,1478.0749,project 441,1478.0749,UNKNOWN,declaration number 79245,1678.08842,travel permit number 79243,declaration 79244,budget 145019,budget 440,1478.0749,task 427,travel permit 79242,Yes
declaration 53350,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07-08-2018 12:21,Variant 1,1,complete,EMPLOYEE,st_step 53385_0,Variant 1,1,Fluxicon Disco,travel permit number 53344,organizational unit 65455,368.6147382,travel permit 53343,368.6147382,project 53345,368.6147382,UNKNOWN,declaration number 53351,2600.456707,travel permit number 53344,declaration 53350,budget 145339,budget 684,368.6147382,task 427,travel permit 53343,Yes
declaration 53350,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,07-08-2018 12:22,Variant 1,1,complete,ADMINISTRATION,st_step 53384_0,Variant 1,1,Fluxicon Disco,travel permit number 53344,organizational unit 65455,368.6147382,travel permit 53343,368.6147382,project 53345,368.6147382,UNKNOWN,declaration number 53351,2600.456707,travel permit number 53344,declaration 53350,budget 145339,budget 684,368.6147382,task 427,travel permit 53343,Yes
declaration 25488,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,16-04-2018 21:01,Variant 1,1,complete,EMPLOYEE,st_step 25494_0,Variant 1,1,Fluxicon Disco,travel permit number 25487,organizational unit 65456,61.62444137,travel permit 25486,61.62444137,project 19205,61.62444137,UNKNOWN,declaration number 25489,358.354775,travel permit number 25487,declaration 25488,budget 145339,budget 3832,61.62444137,task 427,travel permit 25486,Yes
declaration 25488,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,16-04-2018 21:01,Variant 1,1,complete,ADMINISTRATION,st_step 25495_0,Variant 1,1,Fluxicon Disco,travel permit number 25487,organizational unit 65456,61.62444137,travel permit 25486,61.62444137,project 19205,61.62444137,UNKNOWN,declaration number 25489,358.354775,travel permit number 25487,declaration 25488,budget 145339,budget 3832,61.62444137,task 427,travel permit 25486,Yes
declaration 53366,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,03-12-2018 00:30,Variant 1,1,complete,EMPLOYEE,st_step 53408_0,Variant 1,1,Fluxicon Disco,travel permit number 53344,organizational unit 65455,91.01598474,travel permit 53343,91.01598474,project 53345,91.01598474,UNKNOWN,declaration number 53367,2600.456707,travel permit number 53344,declaration 53366,budget 145339,budget 684,91.01598474,task 427,travel permit 53343,Yes
declaration 53366,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,03-12-2018 00:31,Variant 1,1,complete,ADMINISTRATION,st_step 53407_0,Variant 1,1,Fluxicon Disco,travel permit number 53344,organizational unit 65455,91.01598474,travel permit 53343,91.01598474,project 53345,91.01598474,UNKNOWN,declaration number 53367,2600.456707,travel permit number 53344,declaration 53366,budget 145339,budget 684,91.01598474,task 427,travel permit 53343,Yes
declaration 5819,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,13-12-2018 11:13,Variant 1,1,complete,EMPLOYEE,st_step 5826_0,Variant 1,1,Fluxicon Disco,travel permit number 5817,organizational unit 65458,27.87105916,travel permit 5816,27.87105916,UNKNOWN,27.87105916,activity 5818,declaration number 5820,565.9543441,travel permit number 5817,declaration 5819,budget 145339,budget 922,27.87105916,UNKNOWN,travel permit 5816,Yes
declaration 5819,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,13-12-2018 11:13,Variant 1,1,complete,ADMINISTRATION,st_step 5828_0,Variant 1,1,Fluxicon Disco,travel permit number 5817,organizational unit 65458,27.87105916,travel permit 5816,27.87105916,UNKNOWN,27.87105916,activity 5818,declaration number 5820,565.9543441,travel permit number 5817,declaration 5819,budget 145339,budget 922,27.87105916,UNKNOWN,travel permit 5816,Yes
declaration 66603,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01-03-2018 22:57,Variant 1,1,complete,EMPLOYEE,st_step 66624_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,136.6626129,travel permit 66595,136.6626129,UNKNOWN,136.6626129,UNKNOWN,declaration number 66604,4483.775179,travel permit number 66596,declaration 66603,budget 145339,budget 6671,136.6626129,UNKNOWN,travel permit 66595,Yes
declaration 66603,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,01-03-2018 22:57,Variant 1,1,complete,ADMINISTRATION,st_step 66622_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,136.6626129,travel permit 66595,136.6626129,UNKNOWN,136.6626129,UNKNOWN,declaration number 66604,4483.775179,travel permit number 66596,declaration 66603,budget 145339,budget 6671,136.6626129,UNKNOWN,travel permit 66595,Yes
declaration 32597,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,25-08-2018 16:02,Variant 1,1,complete,EMPLOYEE,st_step 32635_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,55.64897562,travel permit 32577,55.64897562,UNKNOWN,55.64897562,activity 5818,declaration number 32598,1281.846698,travel permit number 32578,declaration 32597,budget 145339,budget 922,55.64897562,UNKNOWN,travel permit 32577,Yes
declaration 32597,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,25-08-2018 16:03,Variant 1,1,complete,ADMINISTRATION,st_step 32637_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,55.64897562,travel permit 32577,55.64897562,UNKNOWN,55.64897562,activity 5818,declaration number 32598,1281.846698,travel permit number 32578,declaration 32597,budget 145339,budget 922,55.64897562,UNKNOWN,travel permit 32577,Yes
declaration 64238,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-04-2018 21:19,Variant 1,1,complete,EMPLOYEE,st_step 64264_0,Variant 1,1,Fluxicon Disco,travel permit number 64233,organizational unit 65458,115.5284213,travel permit 64232,115.5284213,UNKNOWN,115.5284213,UNKNOWN,declaration number 64239,2163.801768,travel permit number 64233,declaration 64238,budget 145339,budget 6671,115.5284213,UNKNOWN,travel permit 64232,Yes
declaration 64238,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-04-2018 21:20,Variant 1,1,complete,ADMINISTRATION,st_step 64265_0,Variant 1,1,Fluxicon Disco,travel permit number 64233,organizational unit 65458,115.5284213,travel permit 64232,115.5284213,UNKNOWN,115.5284213,UNKNOWN,declaration number 64239,2163.801768,travel permit number 64233,declaration 64238,budget 145339,budget 6671,115.5284213,UNKNOWN,travel permit 64232,Yes
declaration 32587,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,24-07-2018 13:45,Variant 1,1,complete,EMPLOYEE,st_step 32618_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,55.64897562,travel permit 32577,55.64897562,UNKNOWN,55.64897562,activity 5818,declaration number 32588,1281.846698,travel permit number 32578,declaration 32587,budget 145339,budget 922,55.64897562,UNKNOWN,travel permit 32577,Yes
declaration 32587,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,24-07-2018 13:46,Variant 1,1,complete,ADMINISTRATION,st_step 32620_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,55.64897562,travel permit 32577,55.64897562,UNKNOWN,55.64897562,activity 5818,declaration number 32588,1281.846698,travel permit number 32578,declaration 32587,budget 145339,budget 922,55.64897562,UNKNOWN,travel permit 32577,Yes
declaration 66607,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,11-06-2018 19:39,Variant 1,1,complete,EMPLOYEE,st_step 66631_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,98.08321497,travel permit 66595,98.08321497,UNKNOWN,98.08321497,UNKNOWN,declaration number 66608,4483.775179,travel permit number 66596,declaration 66607,budget 145339,budget 6671,98.08321497,UNKNOWN,travel permit 66595,Yes
declaration 66607,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,11-06-2018 19:39,Variant 1,1,complete,ADMINISTRATION,st_step 66630_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,98.08321497,travel permit 66595,98.08321497,UNKNOWN,98.08321497,UNKNOWN,declaration number 66608,4483.775179,travel permit number 66596,declaration 66607,budget 145339,budget 6671,98.08321497,UNKNOWN,travel permit 66595,Yes
declaration 32579,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,26-06-2018 13:17,Variant 1,1,complete,EMPLOYEE,st_step 32606_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,148.0262752,travel permit 32577,148.0262752,UNKNOWN,148.0262752,activity 5818,declaration number 32580,1281.846698,travel permit number 32578,declaration 32579,budget 145339,budget 922,148.0262752,UNKNOWN,travel permit 32577,Yes
declaration 32579,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,26-06-2018 13:17,Variant 1,1,complete,ADMINISTRATION,st_step 32603_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,148.0262752,travel permit 32577,148.0262752,UNKNOWN,148.0262752,activity 5818,declaration number 32580,1281.846698,travel permit number 32578,declaration 32579,budget 145339,budget 922,148.0262752,UNKNOWN,travel permit 32577,Yes
declaration 32591,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,29-03-2018 20:13,Variant 1,1,complete,EMPLOYEE,st_step 32624_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,48.97109855,travel permit 32577,48.97109855,UNKNOWN,48.97109855,activity 5818,declaration number 32592,1281.846698,travel permit number 32578,declaration 32591,budget 145339,budget 922,48.97109855,UNKNOWN,travel permit 32577,Yes
declaration 32591,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,29-03-2018 20:13,Variant 1,1,complete,ADMINISTRATION,st_step 32627_0,Variant 1,1,Fluxicon Disco,travel permit number 32578,organizational unit 65458,48.97109855,travel permit 32577,48.97109855,UNKNOWN,48.97109855,activity 5818,declaration number 32592,1281.846698,travel permit number 32578,declaration 32591,budget 145339,budget 922,48.97109855,UNKNOWN,travel permit 32577,Yes
declaration 66597,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,20-04-2018 09:31,Variant 1,1,complete,EMPLOYEE,st_step 66614_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,98.08321497,travel permit 66595,98.08321497,UNKNOWN,98.08321497,UNKNOWN,declaration number 66598,4483.775179,travel permit number 66596,declaration 66597,budget 145339,budget 6671,98.08321497,UNKNOWN,travel permit 66595,Yes
declaration 66597,Declaration APPROVED by ADMINISTRATION,STAFF MEMBER,20-04-2018 09:31,Variant 1,1,complete,ADMINISTRATION,st_step 66613_0,Variant 1,1,Fluxicon Disco,travel permit number 66596,organizational unit 65458,98.08321497,travel permit 66595,98.08321497,UNKNOWN,98.08321497,UNKNOWN,declaration number 66598,4483.775179,travel permit number 66596,declaration 66597,budget 145339,budget 6671,98.08321497,UNKNOWN,travel permit 66595,Yes
